1.1038001076478527,-0.011949434307368275
2.601394648590918,-0.0937056423161253
4.102088939034465,-0.2794068161457517
5.576997999796326,-0.5730631796801576
7.027642521838329,-0.9539297236035278
8.465208274419298,-1.4143539060629573
9.86849439284372,-1.9438045296318842
11.257226112299376,-2.548717683307508
12.65192446727163,-3.218719432198559
14.065765918136789,-3.8405983640656927
15.520128377329359,-4.351686470714579
17.014511558450838,-4.727668513939379
18.5253826099691,-4.956018092722419
20.020887401043588,-5.06995643209275
21.519775754505783,-5.126268084336435
23.01963208943176,-5.14469177411372
24.524776885903457,-5.1322756250294015
26.068791789435117,-5.082314635983287
27.62311503558252,-4.907889036120986
29.139031487277943,-4.54169786514963
30.588046350164184,-3.9680574149426926
31.938930659008932,-3.191241589176736
